"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"01/25/2016","2016-001167PRL","Project Light (PRL)","601 Van Ness - Verizon Wireless WTS Mod (Swap)","Closed","Verizon Wireless swap - replace all existing antennas with new antennas; adding (18) RRU units to penthouse wall, (3) raycaps to penthouse wall, and (3) inside shelter.  (1) mw dish and FRP screen box over antennas.",,
"01/25/2016","2016-001168PRL","Project Light (PRL)","1160 Battery Street - Sprint Temp Micro Facility","Closed","Sprint installation of temporary WTS microfacility including (2) panel antennas, (2) NV panel antennas, (1) mw antenna, and supplemental equipment.  January 15th - February 9th.  Carrier to remove and clean area upon permit expiration.",,
"01/25/2016","2016-002009GEN","Generic (GEN)","724/730/750 Van Ness - 2001.0535C","Closed - Informational","Record Request",,
"01/22/2016","2014.1021APL","Appeals (APL)","530, 542, & 548 BRANNAN ST","Closed - Appeal Denied","Appeal of variance to the rear yard, exposure, and parking requirements to permit the conversion of live/work units to residential units.","Variance to the rear yard, exposure, and parking requirements to permi",
"01/22/2016","2014.1022APL","Appeals (APL)","208 PENNSYLVANIA ST","Closed - Appeal Denied","Appeal of variance to the rear yard and exposure to permit the conversion of live/work units to residential units.","Variance to the rear yard and exposure to permit the conversion of liv",
"01/22/2016","2014.1283DRM","Discretionary Review - Mandatory (DRM)","37 RUTLEDGE ST","Closed - No DR action-Approved","Mandatory Discretionary Review request to permit the demolition of a single family dwelling with a proposed new construction of a single family dwelling.","Variance request to the front setback requirement to permit the new co",
"01/22/2016","2015-016013EEC","Categorical Exemption (EEC)","435 Marina Blvd","Closed - CEQA Clearance Issued","Proposed horizontal & vertical addition to (E) SFH. (N) roof deck. Interior remodel & alterations.",,
"01/22/2016","2015-016013ENV","Environmental (ENV)","435 Marina Blvd","Closed - CEQA Clearance Issued","Proposed horizontal & vertical addition to (E) SFH. (N) roof deck. Interior remodel & alterations.",,
"01/22/2016","2016-000487PTA","Permit to Alter Major/Minor (PTA)","1 Market Street","Closed - Approved","INSTALL NON-ELECTRIC DOOR SIGN ""PROPER FOOD"" MAHER NA",,
"01/22/2016","2016-000600EEC","Categorical Exemption (EEC)","2175-2179 Quesada Ave","Closed - CEQA Clearance Issued","Proposed construction of two (N) 2-story SF homes.",,
"01/22/2016","2016-000600ENV","Environmental (ENV)","2175 & 2179 Quesada Ave","Closed - CEQA Clearance Issued","Demolish existing structures  and construct two new two-story single-family homes.",,
"01/22/2016","2016-000835EEC","Categorical Exemption (EEC)","4301 Cesar Chavez Street","Closed - CEQA Clearance Issued","Proposed horizontal and vertical addition to (E) SFH. Interior remodel & renovation.",,
"01/22/2016","2016-000835ENV","Environmental (ENV)","4301 Cesar Chavez Street","Closed - CEQA Clearance Issued","Third-story addition to existing two-story single-family home with one vehicle parking space. Horizontal rear addition. Interior remodel renovation. Addition of one vehicle parking space.",,
"01/22/2016","2016-000947ENF","Enforcement (ENF)","2764 Greenwich","Closed - Informational","2764 Greenwich appears to be installing an elevator which is occupying 100% of an adjacent light well to neighbors at 2756 Greenwich, possibly added roofing and a gutter system over their light well and thus affecting the air and light of the neighbor",,
"01/22/2016","2016-000948GEN","Generic (GEN)","81 Frank Norris Street/1314 Polk Street","Closed - Informational","Immediate Disclosure Request - 81 Frank Norris Street/1314 Polk Street",,
"01/22/2016","2016-000950PRV","Project Review Meetings (PRV)","1342-1344 Fell Street","Closed - Informational","1342-1344 Fell Street (1205/015); Project Review meeting to discuss adding a garage to the lower unit; adding addition of new third floor and converting two units to one unit.  Applicant would like to have a preservation planner attend the meeting.",,
"01/22/2016","2016-000951PRV","Project Review Meetings (PRV)","2500-2698 Turk Boulevard","Closed - Informational","2500-2698 Turk Boulevard (1107/008);USF proposes to build a student residence hall (the ""Project"") on its Lone Mountain campus.  The Project would consist of approximately 606 beds provided in approximately 155 dwelling units in two separate buildings: the ""East Building"" and ""West Building"" connected by an elevated walkway. Together, the buildings would total approximately 205,000 square feet, not including the underground garage.",,
"01/22/2016","2016-000952GEN","Generic (GEN)","19 Rosemont Pl and 21 Rosemont Pl","Closed - Withdrawn","Immediate Disclosure Request - 19 Rosemont Pl and 21 Rosemont Pl",,
"01/22/2016","2016-000953MIS","Misc. Permits-REF (MIS)","2000 19th Avenue - Flyers #232","Closed - Approved","Health Referral - Other: Convenience Store with snacksRecommend approval of continuation of existing use. Change of ownership only. Existing gas station permitted per CU78.052 and snack station permitted as an accessory use per MB0300285 and MB0100044, provided that not more than 1/3 of total area be used and no take-out food provided.",,
"01/22/2016","2016-000954GPR","General Plan Referral (GPR)","1001 Potrero Ave","On Hold","Project comprises localized repair of selected columns at the perimeter of the building, using fiber wrap and the creation of a seismic gap between M-Wing and Main Hospital. The exterior will remain unchanged except for minor surface modifications over areas being retrofit (i.e support columns) and window replacement as required for access to structural members requiring strengthening.",,
"01/22/2016","2016-000955MIS","Misc. Permits-REF (MIS)","2175 Market Street - Raw-A Juice Company","Closed - Approved","Recommend approval. DPH referral for new limited restaurant dba RAW - A Juice Company. Use permitted in Upper Market NCT per 733.43 and 790.90. Use permitted under CUA motion 19124.",,
"01/22/2016","2016-000956MIS","Misc. Permits-REF (MIS)","545 Sansome Street, Suite A - Onigilly","Closed - Approved","Health Referral - Limited Restaurant",,
"01/22/2016","2016-000957PRV","Project Review Meetings (PRV)","950-974 Market Street","Closed - Informational","950-974 Market Street (0342/01,02,04,14);  The Project site totals 34,262 square feet. It is located in the C-3-G zoning district and 120-X height and bulk district, in the Mid-Market area, on the block bound by Market, Turk and Taylor Streets (Block 0342, Lots 1, 2, 4 and 14). The proposed Project consists of a single building of new construction containing approximately 401,000 square feet of mixed-uses including residential, hotel and retail uses. The proposed structure is 120 feet in height, 12 stories tall for both residential and hotel portion of the tower. The proposed Project includes approximately 247 dwelling units, 232 hotel rooms, 16,800  square feet of retail space, and below-grade parking for 82 cars.",,
"01/22/2016","2016-000958PRL","Project Light (PRL)","549 CONNECTICUT ST","Closed","Add 3 new dormers, meets dormer guidelines. Relocate existing full bathroom on ground floor. Construct new bedroom and full bathroom on 2nd floor.",,
"01/22/2016","2016-000960MIS","Misc. Permits-REF (MIS)","1268 Grant Avenue - Tamarind Hall","Closed - Approved","Health Referral - Restaurant",,
"01/22/2016","2016-000961MIS","Misc. Permits-REF (MIS)","1299 Pacific Avenue - Brew Brothers Cafe, Inc.","Closed - Approved","Health Referral - Limited Restaurant",,
"01/22/2016","2016-000962PRV","Project Review Meetings (PRV)","10 4th Street","Under Review","10 4th Street (3705Z/004); Project Review meeting to discuss opening a Trader Joe's location to include grocery and alcohol sales.  The project sponsor seeks to confirm what approvals are necessary for the project.",,
"01/22/2016","2016-000963MIS","Misc. Permits-REF (MIS)","2125 Polk Street - Teaspoon","Closed - Approved","Health Referral - Limited Restaurant: Recommend Approval - Limited Restaurant permitted in the Polk St. NCD per PC Sec. 723.43. Continuation of existing use.",,
"01/22/2016","2016-000974PRL","Project Light (PRL)","267 08TH ST","Closed","the project is to install a new 10 foot wide curb cut in front of the existing garage door. Please note the architectural plans demonstrate that the opening and interior are used for vehicles not for storage.  Any change to the interior will result with the elimination of the curb cut if the immediate area is not in use for vehicles. This is not an office use at the subject site.NO BBNs or planning code complaints.",,
"01/22/2016","2016-000975MIS","Misc. Permits-REF (MIS)","568 Sacramento Street - Leo's Oyster Bar","Closed - Approved","Health Referral - Restaurant: Recommend Approval - Restaurant is permitted in the C-3-O District per PC Sec. 210.2. Continuation of existing use.",,
"01/22/2016","2016-000976MIS","Misc. Permits-REF (MIS)","977A North Point St - Pacific Eatery","Closed - Approved","Health Referral - Restaurant. Change of ownership only. Recommend approval as a continuation of existing (legal) use as a Limited-Restaurant (per Planning Code Section 710.43) and subject to the conditions in Section 202.2(a).",,
"01/22/2016","2016-000977PRL","Project Light (PRL)","1915 22ND AVE","Closed","Revision to permit #201509217487. Relocate kitchen, washer and dryer on ground floor.Enlarge bathroom and construct new closet on 2nd floor.",,
"01/22/2016","2016-000983ZAV","Zoning Administrator Verification Letter (ZAV)","124 Mason Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-000986PRL","Project Light (PRL)","18 RAMSELL ST","Closed","Interior remodel of ground floor only. Construct new bedroom, media room, home office, and 2 bathrooms.",,
"01/22/2016","2016-000995ZAV","Zoning Administrator Verification Letter (ZAV)","449 O'Farrell Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-000996PRL","Project Light (PRL)","2268 PINE ST","Closed","reconfigure first story interior, realign existing stair to basement; exterior work includes (n) rear deck not more than 3 feet above grade, removal of bay window, replacement of rear sliding glass door",,
"01/22/2016","2016-000997ZAV","Zoning Administrator Verification Letter (ZAV)","1547 Clay Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001001ZAV","Zoning Administrator Verification Letter (ZAV)","1301 Leavenworth Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001002ZAV","Zoning Administrator Verification Letter (ZAV)","621 Stockton Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001003ZAV","Zoning Administrator Verification Letter (ZAV)","2975 Van Ness Avenue - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001004ZAV","Zoning Administrator Verification Letter (ZAV)","814 California Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001005ZAV","Zoning Administrator Verification Letter (ZAV)","1840 Clay Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001006ZAV","Zoning Administrator Verification Letter (ZAV)","267 Green Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001007ZAV","Zoning Administrator Verification Letter (ZAV)","2363 Van Ness Avenue - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001008ZAV","Zoning Administrator Verification Letter (ZAV)","520 Buchanan Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001009ZAV","Zoning Administrator Verification Letter (ZAV)","915 Pierce Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001010ZAV","Zoning Administrator Verification Letter (ZAV)","106 Sanchez Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001011ZAV","Zoning Administrator Verification Letter (ZAV)","1260 Broadway Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001012ZAV","Zoning Administrator Verification Letter (ZAV)","400 Duboce Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001013ZAV","Zoning Administrator Verification Letter (ZAV)","601 OFarrell Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001014ZAV","Zoning Administrator Verification Letter (ZAV)","645 Stockton Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001015ZAV","Zoning Administrator Verification Letter (ZAV)","434 Leavenworth Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001016ZAV","Zoning Administrator Verification Letter (ZAV)","845 California Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001017ZAV","Zoning Administrator Verification Letter (ZAV)","676 Geary Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001018ZAV","Zoning Administrator Verification Letter (ZAV)","701 Taylor Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001019ZAV","Zoning Administrator Verification Letter (ZAV)","950 Franklin Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001020ZAV","Zoning Administrator Verification Letter (ZAV)","947 Bush Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
"01/22/2016","2016-001021ZAV","Zoning Administrator Verification Letter (ZAV)","925 Geary Street - ZAV Request","Closed - Issued","Request for Zoning Verification Letter",,
