"Date","Record Number","Record Type","Project Name","Status","Description","Short Notes",
"02/07/2017","2017-001583PRJ","Project Profile (PRJ)","553 Clay Street - AT&T Mobility ROW WTS Facility","Application Accepted","ExteNet Systems for AT&T Mobility ROW WTS Facility: Installation and operation of wireless equipment and antennas for AT&T Mobility on Existing SFMTA Steel Light Pole.",,
"02/07/2017","2017-001584PRL","Project Light (PRL)","114 LOEHR ST","Closed","New rooms down existing floor plan shows no existing plumbing fixtures on ground floor. New limited spatial connection direct access full bath permitted no wet bar. No other work. Signed unauthorized unit affidavit dated 2/7/207 provided by applicant.",,
"02/07/2017","2017-001585DES","Designations (DES)","645 Harrison Street - A. Carlisle & Co. Building","Accepted","DES: Landmark designation fact sheet for the central soma plan",,
"02/07/2017","2017-001590CUA","Conditional Use Authorization (CUA)","219 06TH ST","Accepted","Conditional Use Authorization to permit a change of use from a 2-unit dwelling with 19 guestrooms to a building with 30 SRO guest rooms.",,
"02/07/2017","2017-001590PRJ","Project Profile (PRJ)","219 06TH ST","Application Accepted","Conditional Use Authorization to permit a change of use from a 2-unit dwelling with 19 guestrooms to a building with 30 SRO guest rooms.",,
"02/07/2017","2017-001592PRL","Project Light (PRL)","364 HAYES ST","Closed","Legalize existing roll down gate previously installed without permit. Gate fully hidden from visibility. No alterations.",,
"02/07/2017","2017-001594PRL","Project Light (PRL)","2379 Chestnut Street","Closed","Remove and replace existing sign. New sign in location of existing.",,
"02/07/2017","2017-001596ENV","Environmental (ENV)","SFPORT - Special Events, Seasonal & Temporary Uses","Closed - CEQA Clearance Issued","SF PORT - The Port of San Francisco has a long history of supporting special events and seasonal activities along The Embarcadero and at facilities under its jurisdiction.  In 2015 and 2016, the Port received a CEQA categorical exemption to cover such events through a Port Executive Directive for Special Events, Seasonal and Temporary Uses, authorized by our the Port Director Monique Moyer.",,
"02/07/2017","2017-001596ETM","Environmental Time and Materials (ETM)","SFPORT - Special Events, Seasonal & Temporary Uses","Closed - CEQA Clearance Issued","SF PORT - The Port of San Francisco has a long history of supporting special events and seasonal activities along The Embarcadero and at facilities under its jurisdiction.  In 2015 and 2016, the Port received a CEQA categorical exemption to cover such events through a Port Executive Directive for Special Events, Seasonal and Temporary Uses, authorized by our the Port Director Monique Moyer.",,
"02/07/2017","2017-001597ENF","Enforcement (ENF)","817 Carolina Street. Illegal short-term rentals","Closed","817 Carolina Street. Illegal short-term rentals. https://www.airbnb.com/rooms/15209633 & https://www.vrbo.com/4221123ha  Prolific operator of multiple illegal short term rentals by host (not owner  lessee - Steven Barbarich Steve Barbarich) at multiple locations in San Francisco",,
"02/07/2017","2017-001598CUA","Conditional Use Authorization (CUA)","580 GREEN ST","Under Review","Conditional Use Authorization to allow a Medical Use establishment that exceeds the maximum allowable use size.",,
"02/07/2017","2017-001598PRJ","Project Profile (PRJ)","580 GREEN ST","Application Accepted","Conditional Use Authorization to allow a Medical Use establishment that exceeds the maximum allowable use size.",,
"02/07/2017","2017-001600MIS","Misc. Permits-REF (MIS)","260 Valencia Street - Pauline's Pizza","Closed - Approved","ABC - Type 41",,
"02/07/2017","2017-001601MIS","Misc. Permits-REF (MIS)","632 - 20th Street - A Street LLC","Closed - Approved","Recommend approval of ABC Type 47 License for existing full restaurant (dba Glena's), pursuant to PC Sec. 843.45.",,
"02/07/2017","2017-001602PRL","Project Light (PRL)","543 LOS PALMOS DR","Closed","Enclose front, recessed porch. Arched surround to remain. Remodel entry hall, interior conditioning.",,
"02/07/2017","2017-001604PRL","Project Light (PRL)","555 HEAD ST","Closed","TO CONSTRUCT ONE BEDROOM, ONE FAMILY ROOM, ONE FULL BATHROOM AND ONE MUDROOM AT GROUND FLOOR OF A SINGLE FAMILY DWELLING.",,
"02/07/2017","2017-001608PRJ","Project Profile (PRJ)","838 Grant Avenue","Open","Alteration to the facades Restaurant, Office & Retail building",,
"02/07/2017","2017-001609PRL","Project Light (PRL)","508 DWIGHT ST","Closed","New deck at rear within the buildable area per PC Section 134. Deck not to exceed 10'  from grade at any point. No fire walls permitted.",,
"02/07/2017","2017-001612ENF","Enforcement (ENF)","1003-1009 Page Street Illegal Short-Term Rentals","Closed - Abated","1003-1009 Page Street Illegal Short-Term Rentals https://www.airbnb.com/rooms/7108934, https://www.homeaway.com/vacation-rental/p3484517, https://www.homeaway.com/vacation-rental/p3000875. Notice of Violation issued. Host/owner provided proof of cancellation of short-term reservations (stays of less than 30 days). Violation abated (resolved).",,
"02/07/2017","2017-001613ENF","Enforcement (ENF)","Unauthorized office on ground floor","Under Review","Ground floor is being used as a private limited-restaurant for six floors above it. Use is either non-retail sales, as it is not open to public, or accessory to office use. Accessory office space would require CUA for office use on ground floor.",,
"02/07/2017","2017-001614PRL","Project Light (PRL)","4148 24TH ST","Closed","Replace existing front stair in-kind meeting PC Section 136 (c) 14. No other work or change of use permitted under this permit.",,
"02/07/2017","2017-001615PRL","Project Light (PRL)","40 WHITNEY ST","Closed","Replace 3 street facing windows in-kind with double hung wood windows with ogee lugs. No other work.",,
"02/07/2017","2017-001616ENF","Enforcement (ENF)","1346 Hampshire Street Illegal Short-Term Rentals","Under Review","1346 Hampshire Street Illegal Short-Term Rentals https://www.airbnb.com/rooms/1543266  Notice of Violation issued. Listing changed to minimum 30 day stay.",,
"02/07/2017","2017-001617PRL","Project Light (PRL)","3187 CESAR CHAVEZ ST","Closed","Replace street facing windows with fiber glass casement and double hung windows. No other work.",,
"02/07/2017","2017-001618PRL","Project Light (PRL)","1775 CHURCH ST","Closed","Replace 17 top floor windows with Marvin alum-clad wood windows w/ raised muntin profile w/ black spacers to match original window design - vertical muntin w/ ogee lug - cottage proportions (original window is shown on upper left elevation)",,
"02/07/2017","2017-001619CND","Condo-REF (CND)","233 16TH AVE","Closed - Approved","E-Condo: 2 Units Condo Conversion (DPW Lottery Bypass)",,
"02/07/2017","2017-001620PRL","Project Light (PRL)","3187 CESAR CHAVEZ ST","Closed","Replace street facing windows with fiber glass casement and picture windows. No otherwork.",,
"02/07/2017","2017-001621PRL","Project Light (PRL)","152 EUREKA ST","Closed","Inkind replacement of 5 front casement windows with Marvin aluminum-clad wood windows with raised munitns and spacers",,
"02/07/2017","2017-001622ENF","Enforcement (ENF)","4231 26th Street Illegal Short-Term Rental","Closed - Abated","4231 26th Street Illegal Short-Term Rental by owner (host) https://www.airbnb.com/rooms/6437264. Notice of Violation issued. Listing removed. Penalty fee paid. Violation is now abated (resolved).",,
"02/07/2017","2017-001623PRJ","Project Profile (PRJ)","864 GREENWICH ST","Withdrawn","BUILD OUT ADU, BATHROOM KIT, SUTDIO SLEEP HIRE ROOM, EGRESS AHLL EXTENSION PER ORDINANCE NO# 162.16.",,
"02/07/2017","2017-001624LLA","Lot Line Adjustments-REF (LLA)","113 BELGRAVE AVE","Closed - Approved","E-Condo for Lot Line Adjustment. (Merge Lots 50 & 52)",,
"02/07/2017","2017-001625PRJ","Project Profile (PRJ)","720 05TH AVE","Under Review","HORIZONTAL ADDITION & INTERIOR RENOVATIONS AT ALL 3 LEVELS IN REAR BUILDABLE AREA. ADD LAUNDRY CLOSET & BATH AT 1ST FLR GARAGE. ADD BATHS AT 2ND & 3RD LEVELS. ADD (N) STAIR CONNECTING 1ST & 2ND LEVELS. ADD DECK AT 2ND LEVEL AT BACK OF RESIDENCE.",,
"02/07/2017","2017-001626PRL","Project Light (PRL)","980 HARRISON ST","Closed","Remove and replace garage door.  Slight façade alteration.  Category ""C"".",,
"02/07/2017","2017-001628ENF","Enforcement (ENF)","3415 20th Street, Unit 1 (#0001)Illegal Short-Term Rentals","Closed - Abated","3415 20th Street, Unit 1 (#0001) Illegal Short-Term Rentals https://www.airbnb.com/rooms/13815224. Notice of Violation issued. Listing removed. Penalty fee paid. Violation abated (resolved).",,
"02/07/2017","2017-001629ENF","Enforcement (ENF)","10 Reno Place Illegal Short-Term Rentals","Under Review","Multiple (3) Illegal Short-Term Rentals https://www.airbnb.com/rooms/16096812,https://www.vrbo.com/3525541ha https://www.homeaway.com/vacation-rental/p3525539 https://www.homeaway.com/vacation-rental/p3552401 . Operator of short-term rentals at another separate location. Notice of Violation issued 07 FEB 2017. Portion of listings changed to minimum 30 day stays. Proof of cancellation of future reservations (for stays of less than 30 days) still outstanding. Penalties to be referred to Bureau of Delinquent Revenue (SF Office of the Treasurer and Tax Collector). Multiple violations by same manager of illegal short-term rentals at 434-438 Vallejo Street.",,
"02/07/2017","2017-001630ENF","Enforcement (ENF)","158-160 Missouri","Under Review","DU merger",,
"02/07/2017","2017-001631PRL","Project Light (PRL)","480 MELROSE AVE","Closed","TO REPLACE FOUR FRONT AND SIDE VISIBLE AND TWO REAR NON-VISIBLE WINDOWS WITH ALUMINUM CLAD WOOD WINDOWS WITH TOP AND BOTTOM DIVIDED LIGHTS CONFIGURATION TO MATCH THE ONE EXISTING WOOD WINDOW AT FRONT FACADE GROUND FLOOR, ALL IN KIND.",,
"02/07/2017","2017-002476GEN","Generic (GEN)","2757 43rd Ave. - 2004.0148s","Closed - Informational","Record Request",,
"02/06/2017","2016-009203EEC","Categorical Exemption (EEC)","122 - 144 TIFFANY AVENUE","Closed - CEQA Clearance Issued","CONSTRUCT ACCESSORY DWELLING UNIT PER SF ORD #30-15. MANDATORY SOFT-STORY SEISMIC RETROFIT PREVIOUSLY COMPLETED FROM APPLN #201503231618.",,
"02/06/2017","2016-009203ENV","Environmental (ENV)","122 - 144 TIFFANY AVENUE","Closed - CEQA Clearance Issued","Add three accessory dwelling units within the ground floor building envelope of an existing three-story building containing 12 dwelling units. Seismic retrofit. Facade modification.",,
"02/06/2017","2016-010340EEC","Categorical Exemption (EEC)","500 TURK ST","Open","Demolition of the existing building and construction of an eight-story residential building with ground floor commercial space, community amenity spaces, and a 5,150 square foot on-grade planted courtyard, garden, and play space. Project preserves a portion of existing building façade facing Turk Street. The refurbished façade would frame an entry court and residential lobby, and act as a shell for a community center accessible from the street.The PPA was submitted on 8/2/16 and the 90 day deadline is 10/31/16.",,
"02/06/2017","2017-001075ENV","Environmental (ENV)","2453 Sacramento Street","Open","New 40' high, 4-story, 8-unit residential building w/ basement parking.",,
"02/06/2017","2017-001517PRL","Project Light (PRL)","590 30TH AVE","Closed","the proposal is the addition of a new dwelling unit - in this case the unit is considered a market rate dwelling unit because it is created meeting all applicable planning code sections - notice is not required because all work is located within the existing residential building.Dwelling unit meets density - single family dwelling converting to two-dwelling units-permeability - section 132 (g) is fully met - in this case pavers will be introduced - landscaping already provided and meeting the code.open space - common in this case - both units have access to the open space within the existing building - 800 square feet provided where 350 square feet are required.exposure - new dwelling unit has a window opening to a rear yard of 31 feet.addition of two bike parking spaces in this case.no impact fees are required because all work is located within the existing building.No changes to the front façade - no BBNs to planning code complaints.",,
"02/06/2017","2017-001518ENF","Enforcement (ENF)","Group Housing","Under Review","landlord is renting home in RH-1 zone to a business with transient persons living there with 11 people living there at a time; business activities are also taking place at the property",,
"02/06/2017","2017-001519PRL","Project Light (PRL)","475 37TH AVE","Closed","Exterior changes to the side and rear façade not visible from the public right of way - no expansion - rooms down single family dwelling having indirect access to he street with limited visual connection btw floors - full bath permitted - wet bars are not permitted in this case.No BBNs or planning code complaints Please note less than 75 percent interior demo in this case and loss of any dwelling units of any type -",,
